@relation transfer_caffenet_grafico

@attribute predict_base_transfer_caffenet numeric
@attribute probability_interval_transfer_caffenet numeric
@attribute probability_previous_transfer_caffenet numeric
@attribute probability_next_transfer_caffenet numeric
@attribute time_previous_transfer_caffenet numeric
@attribute time_next_transfer_caffenet numeric
@attribute Class {0,1}

@data
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.04762,0.0,0.09091,10,10,0
0,0.09524,0.0,0.18182,10,9,0
0,0.14286,0.0,0.27273,10,8,0
0,0.19048,0.0,0.36364,10,7,0
0,0.2381,0.0,0.45455,10,6,0
0,0.28571,0.0,0.54545,10,5,0
0,0.33333,0.0,0.63636,10,4,0
0,0.38095,0.0,0.72727,10,3,0
0,0.42857,0.0,0.81818,10,2,0
0,0.47619,0.0,0.90909,10,1,1
1,0.52381,0.09091,1.0,10,1,1
1,0.57143,0.18182,1.0,1,1,1
1,0.61905,0.27273,1.0,1,1,1
1,0.66667,0.36364,1.0,1,1,1
1,0.66667,0.45455,0.90909,1,1,1
1,0.66667,0.54545,0.81818,1,1,1
1,0.66667,0.63636,0.72727,1,1,1
1,0.66667,0.72727,0.63636,1,1,1
1,0.66667,0.81818,0.54545,1,1,1
1,0.66667,0.90909,0.45455,1,1,1
1,0.66667,1.0,0.36364,1,1,1
1,0.61905,1.0,0.27273,1,1,1
1,0.57143,1.0,0.18182,1,1,1
1,0.52381,1.0,0.09091,1,10,1
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
1,0.52381,0.09091,1.0,10,1,1
1,0.57143,0.18182,1.0,1,1,1
1,0.61905,0.27273,1.0,1,1,1
1,0.66667,0.36364,1.0,1,1,1
1,0.71429,0.45455,1.0,1,1,1
1,0.7619,0.54545,1.0,1,1,1
1,0.80952,0.63636,1.0,1,1,1
1,0.85714,0.72727,1.0,1,1,1
1,0.90476,0.81818,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,0.95238,1.0,0.90909,1,1,1
1,0.90476,1.0,0.81818,1,1,1
1,0.85714,1.0,0.72727,1,1,1
1,0.80952,1.0,0.63636,1,1,1
1,0.7619,1.0,0.54545,1,1,1
1,0.71429,1.0,0.45455,1,1,1
1,0.66667,1.0,0.36364,1,1,1
1,0.61905,1.0,0.27273,1,1,1
1,0.57143,1.0,0.18182,1,1,1
1,0.52381,1.0,0.09091,1,10,1
0,0.47619,0.90909,0.0,1,10,0
0,0.42857,0.81818,0.0,2,10,0
0,0.38095,0.72727,0.0,3,10,0
0,0.33333,0.63636,0.0,4,10,0
0,0.28571,0.54545,0.0,5,10,0
0,0.2381,0.45455,0.0,6,10,0
0,0.19048,0.36364,0.0,7,10,0
0,0.14286,0.27273,0.0,8,10,0
0,0.09524,0.18182,0.0,9,10,0
0,0.04762,0.09091,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
1,0.14286,0.09091,0.27273,10,1,1
1,0.14286,0.18182,0.18182,1,1,1
1,0.14286,0.27273,0.09091,1,10,1
0,0.14286,0.27273,0.0,1,10,0
0,0.14286,0.27273,0.0,2,10,0
0,0.14286,0.27273,0.0,3,10,0
0,0.14286,0.27273,0.0,4,10,0
0,0.14286,0.27273,0.0,5,10,0
0,0.14286,0.27273,0.0,6,10,0
0,0.14286,0.27273,0.0,7,10,0
0,0.14286,0.27273,0.0,8,10,0
0,0.09524,0.18182,0.0,9,10,0
0,0.04762,0.09091,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.04762,0.0,0.09091,10,10,0
0,0.04762,0.0,0.09091,10,9,0
0,0.09524,0.0,0.18182,10,8,0
0,0.09524,0.0,0.18182,10,7,0
0,0.09524,0.0,0.18182,10,6,1
0,0.09524,0.0,0.18182,10,5,1
0,0.09524,0.0,0.18182,10,4,0
0,0.09524,0.0,0.18182,10,3,0
0,0.09524,0.0,0.18182,10,2,0
0,0.09524,0.0,0.18182,10,1,1
1,0.09524,0.09091,0.18182,10,2,1
0,0.09524,0.09091,0.09091,1,1,0
1,0.09524,0.18182,0.09091,2,10,1
0,0.09524,0.18182,0.0,1,10,0
0,0.09524,0.18182,0.0,2,10,0
0,0.09524,0.18182,0.0,3,10,0
0,0.09524,0.18182,0.0,4,10,0
0,0.09524,0.18182,0.0,5,10,0
0,0.09524,0.18182,0.0,6,10,0
0,0.09524,0.18182,0.0,7,10,0
0,0.09524,0.18182,0.0,8,10,0
0,0.04762,0.09091,0.0,9,10,0
0,0.04762,0.09091,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.04762,0.0,0.09091,10,10,0
0,0.09524,0.0,0.18182,10,9,0
0,0.14286,0.0,0.27273,10,8,0
0,0.19048,0.0,0.36364,10,7,0
0,0.2381,0.0,0.45455,10,6,0
0,0.28571,0.0,0.54545,10,5,0
0,0.33333,0.0,0.63636,10,4,0
0,0.38095,0.0,0.72727,10,3,0
0,0.42857,0.0,0.81818,10,2,0
0,0.47619,0.0,0.90909,10,1,0
1,0.52381,0.09091,1.0,10,1,1
1,0.57143,0.18182,1.0,1,1,1
1,0.61905,0.27273,1.0,1,1,1
1,0.66667,0.36364,1.0,1,1,1
1,0.71429,0.45455,1.0,1,1,1
1,0.7619,0.54545,1.0,1,1,1
1,0.80952,0.63636,1.0,1,1,1
1,0.85714,0.72727,1.0,1,1,1
1,0.90476,0.81818,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,0.95238,1.0,0.90909,1,1,1
1,0.90476,1.0,0.81818,1,1,1
1,0.85714,1.0,0.72727,1,1,1
1,0.80952,1.0,0.63636,1,1,1
1,0.7619,1.0,0.54545,1,1,1
1,0.71429,1.0,0.45455,1,1,1
1,0.66667,1.0,0.36364,1,1,1
1,0.61905,1.0,0.27273,1,1,1
1,0.57143,1.0,0.18182,1,1,1
1,0.52381,1.0,0.09091,1,10,1
0,0.47619,0.90909,0.0,1,10,0
0,0.42857,0.81818,0.0,2,10,0
0,0.38095,0.72727,0.0,3,10,0
0,0.33333,0.63636,0.0,4,10,0
0,0.28571,0.54545,0.0,5,10,0
0,0.2381,0.45455,0.0,6,10,0
0,0.19048,0.36364,0.0,7,10,0
0,0.14286,0.27273,0.0,8,10,0
0,0.14286,0.18182,0.09091,9,10,0
0,0.14286,0.09091,0.18182,10,9,0
0,0.14286,0.0,0.27273,10,8,0
0,0.19048,0.0,0.36364,10,7,0
0,0.2381,0.0,0.45455,10,6,0
0,0.28571,0.0,0.54545,10,5,0
0,0.33333,0.0,0.63636,10,4,0
0,0.38095,0.0,0.72727,10,3,0
0,0.42857,0.0,0.81818,10,2,0
0,0.47619,0.0,0.90909,10,1,0
1,0.52381,0.09091,1.0,10,1,1
1,0.57143,0.18182,1.0,1,1,1
1,0.61905,0.27273,1.0,1,1,1
1,0.66667,0.36364,1.0,1,1,1
1,0.71429,0.45455,1.0,1,1,1
1,0.7619,0.54545,1.0,1,1,1
1,0.80952,0.63636,1.0,1,1,1
1,0.85714,0.72727,1.0,1,1,1
1,0.90476,0.81818,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,0.95238,1.0,0.90909,1,1,1
1,0.95238,1.0,0.90909,1,1,1
1,0.95238,1.0,0.90909,1,1,1
1,0.95238,1.0,0.90909,1,1,1
1,0.95238,1.0,0.90909,1,1,1
1,0.95238,1.0,0.90909,1,1,0
1,0.95238,1.0,0.90909,1,1,1
1,0.95238,1.0,0.90909,1,1,1
1,0.95238,1.0,0.90909,1,1,1
1,0.95238,1.0,0.90909,1,2,1
0,0.95238,0.90909,0.90909,1,1,0
1,0.95238,0.90909,1.0,2,1,1
1,0.95238,0.90909,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,0.90476,0.90909,0.90909,1,1,1
1,0.85714,0.90909,0.81818,1,1,1
1,0.80952,0.90909,0.72727,1,1,1
1,0.80952,1.0,0.63636,1,1,1
1,0.80952,1.0,0.63636,1,1,1
1,0.80952,1.0,0.63636,1,1,1
1,0.80952,1.0,0.63636,1,1,1
1,0.80952,1.0,0.63636,1,1,1
1,0.80952,1.0,0.63636,1,1,1
1,0.80952,1.0,0.63636,1,5,1
0,0.80952,0.90909,0.63636,1,4,0
0,0.80952,0.81818,0.72727,2,3,0
0,0.80952,0.72727,0.81818,3,2,0
0,0.80952,0.63636,0.90909,4,1,1
1,0.80952,0.63636,1.0,5,1,1
1,0.7619,0.63636,0.90909,1,1,1
1,0.71429,0.63636,0.81818,1,1,1
1,0.66667,0.63636,0.72727,1,1,0
1,0.61905,0.63636,0.63636,1,1,1
1,0.57143,0.63636,0.54545,1,1,1
1,0.57143,0.63636,0.54545,1,1,1
1,0.57143,0.72727,0.45455,1,1,1
1,0.61905,0.81818,0.45455,1,1,1
1,0.66667,0.90909,0.45455,1,1,1
1,0.71429,1.0,0.45455,1,6,1
0,0.66667,0.90909,0.36364,1,5,0
0,0.66667,0.81818,0.45455,2,4,0
0,0.66667,0.72727,0.54545,3,3,0
0,0.66667,0.63636,0.63636,4,2,0
0,0.66667,0.54545,0.72727,5,1,0
1,0.66667,0.54545,0.81818,6,2,0
0,0.66667,0.45455,0.81818,1,1,0
1,0.66667,0.45455,0.90909,2,1,1
1,0.66667,0.45455,0.90909,1,1,1
1,0.66667,0.45455,0.90909,1,2,1
0,0.66667,0.36364,0.90909,1,1,1
1,0.71429,0.45455,1.0,2,1,1
1,0.7619,0.54545,1.0,1,1,1
1,0.80952,0.63636,1.0,1,1,1
1,0.85714,0.72727,1.0,1,1,1
1,0.90476,0.81818,1.0,1,1,1
1,0.90476,0.81818,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,0.95238,1.0,0.90909,1,1,1
1,0.90476,1.0,0.81818,1,1,1
1,0.90476,1.0,0.81818,1,1,1
1,0.85714,1.0,0.72727,1,1,1
1,0.80952,1.0,0.63636,1,1,1
1,0.7619,1.0,0.54545,1,1,1
1,0.71429,1.0,0.45455,1,1,1
1,0.71429,1.0,0.45455,1,1,1
1,0.71429,1.0,0.45455,1,1,1
1,0.66667,1.0,0.36364,1,3,1
0,0.61905,0.90909,0.27273,1,2,0
0,0.57143,0.81818,0.27273,2,1,0
1,0.52381,0.81818,0.27273,3,5,1
0,0.47619,0.72727,0.18182,1,4,0
0,0.42857,0.63636,0.18182,2,3,0
0,0.38095,0.54545,0.18182,3,2,0
0,0.33333,0.45455,0.18182,4,1,0
1,0.28571,0.45455,0.18182,5,1,1
1,0.2381,0.45455,0.09091,1,10,1
0,0.19048,0.36364,0.0,1,10,0
0,0.14286,0.27273,0.0,2,10,0
0,0.14286,0.27273,0.0,3,10,0
0,0.14286,0.27273,0.0,4,10,0
0,0.14286,0.18182,0.09091,5,10,0
0,0.19048,0.18182,0.18182,6,9,0
0,0.19048,0.18182,0.18182,7,8,0
0,0.19048,0.18182,0.18182,8,7,0
0,0.19048,0.18182,0.18182,9,6,0
0,0.14286,0.09091,0.18182,10,5,0
0,0.09524,0.0,0.18182,10,4,0
0,0.09524,0.0,0.18182,10,3,0
0,0.09524,0.0,0.18182,10,2,0
0,0.09524,0.0,0.18182,10,1,1
1,0.09524,0.09091,0.18182,10,1,1
1,0.09524,0.18182,0.09091,1,10,1
0,0.09524,0.18182,0.0,1,10,0
0,0.09524,0.18182,0.0,2,10,1
0,0.09524,0.18182,0.0,3,10,0
0,0.14286,0.18182,0.09091,4,10,1
0,0.14286,0.18182,0.09091,5,9,0
0,0.14286,0.18182,0.09091,6,8,0
0,0.14286,0.18182,0.09091,7,7,0
0,0.14286,0.18182,0.09091,8,6,0
0,0.14286,0.18182,0.09091,9,5,0
0,0.09524,0.09091,0.09091,10,4,0
0,0.04762,0.0,0.09091,10,3,0
0,0.04762,0.0,0.09091,10,2,0
0,0.04762,0.0,0.09091,10,1,0
1,0.04762,0.09091,0.09091,10,10,0
0,0.04762,0.09091,0.0,1,10,0
0,0.04762,0.09091,0.0,2,10,0
0,0.04762,0.09091,0.0,3,10,0
0,0.04762,0.09091,0.0,4,10,0
0,0.04762,0.09091,0.0,5,10,0
0,0.04762,0.09091,0.0,6,10,0
0,0.04762,0.09091,0.0,7,10,0
0,0.04762,0.09091,0.0,8,10,0
0,0.04762,0.09091,0.0,9,10,0
1,0.14286,0.09091,0.27273,10,6,0
0,0.14286,0.09091,0.18182,1,5,0
0,0.14286,0.09091,0.18182,2,4,0
0,0.14286,0.09091,0.18182,3,3,0
0,0.14286,0.09091,0.18182,4,2,0
0,0.14286,0.09091,0.18182,5,1,0
1,0.14286,0.18182,0.18182,6,1,1
1,0.14286,0.27273,0.09091,1,10,1
0,0.14286,0.27273,0.0,1,10,0
0,0.14286,0.27273,0.0,2,10,0
0,0.14286,0.27273,0.0,3,10,0
0,0.14286,0.18182,0.09091,4,10,0
0,0.19048,0.18182,0.18182,5,9,0
0,0.2381,0.18182,0.27273,6,8,0
0,0.28571,0.18182,0.36364,7,7,0
0,0.33333,0.18182,0.45455,8,6,0
0,0.38095,0.18182,0.54545,9,5,0
0,0.38095,0.09091,0.63636,10,4,0
0,0.38095,0.0,0.72727,10,3,0
0,0.42857,0.0,0.81818,10,2,0
0,0.47619,0.0,0.90909,10,1,0
1,0.52381,0.09091,1.0,10,1,1
1,0.57143,0.18182,1.0,1,1,1
1,0.61905,0.27273,1.0,1,1,1
1,0.66667,0.36364,1.0,1,1,1
1,0.66667,0.45455,0.90909,1,1,1
1,0.71429,0.54545,0.90909,1,1,1
1,0.7619,0.63636,0.90909,1,1,1
1,0.80952,0.72727,0.90909,1,1,1
1,0.85714,0.81818,0.90909,1,1,1
1,0.90476,0.90909,0.90909,1,1,1
1,0.95238,1.0,0.90909,1,1,1
1,0.95238,1.0,0.90909,1,1,1
1,0.95238,1.0,0.90909,1,1,1
1,0.95238,1.0,0.90909,1,2,1
0,0.95238,0.90909,0.90909,1,1,1
1,0.95238,0.90909,1.0,2,1,1
1,0.95238,0.90909,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,0.90476,0.90909,0.90909,1,1,1
1,0.85714,0.90909,0.81818,1,1,1
1,0.80952,0.90909,0.72727,1,1,1
1,0.7619,0.90909,0.63636,1,1,1
1,0.71429,0.90909,0.54545,1,1,1
1,0.71429,1.0,0.45455,1,1,1
1,0.66667,1.0,0.36364,1,1,1
1,0.61905,1.0,0.27273,1,1,1
1,0.57143,1.0,0.18182,1,1,1
1,0.52381,1.0,0.09091,1,10,1
0,0.47619,0.90909,0.0,1,10,0
0,0.42857,0.81818,0.0,2,10,0
0,0.38095,0.72727,0.0,3,10,0
0,0.33333,0.63636,0.0,4,10,0
0,0.28571,0.54545,0.0,5,10,0
0,0.2381,0.45455,0.0,6,10,0
0,0.19048,0.36364,0.0,7,10,0
0,0.14286,0.27273,0.0,8,10,0
0,0.09524,0.18182,0.0,9,10,0
0,0.04762,0.09091,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.04762,0.0,0.09091,10,10,0
0,0.09524,0.0,0.18182,10,9,0
0,0.14286,0.0,0.27273,10,8,0
0,0.19048,0.0,0.36364,10,7,0
0,0.2381,0.0,0.45455,10,6,0
0,0.2381,0.0,0.45455,10,5,0
0,0.2381,0.0,0.45455,10,4,0
0,0.2381,0.0,0.45455,10,3,0
0,0.2381,0.0,0.45455,10,2,0
0,0.2381,0.0,0.45455,10,1,0
1,0.2381,0.09091,0.45455,10,1,1
1,0.2381,0.18182,0.36364,1,1,1
1,0.2381,0.27273,0.27273,1,1,1
1,0.2381,0.36364,0.18182,1,1,1
1,0.28571,0.45455,0.18182,1,10,1
0,0.33333,0.45455,0.18182,1,9,0
0,0.38095,0.45455,0.27273,2,8,0
0,0.42857,0.45455,0.36364,3,7,0
0,0.47619,0.45455,0.45455,4,6,0
0,0.47619,0.45455,0.45455,5,5,0
0,0.47619,0.45455,0.45455,6,4,0
0,0.42857,0.36364,0.45455,7,3,0
0,0.38095,0.27273,0.45455,8,2,0
0,0.33333,0.18182,0.45455,9,1,0
1,0.28571,0.18182,0.45455,10,1,1
1,0.2381,0.18182,0.36364,1,1,1
1,0.2381,0.27273,0.27273,1,1,1
1,0.2381,0.36364,0.18182,1,1,1
1,0.2381,0.45455,0.09091,1,10,1
0,0.2381,0.45455,0.0,1,10,0
0,0.2381,0.45455,0.0,2,10,0
0,0.2381,0.45455,0.0,3,10,0
0,0.28571,0.45455,0.09091,4,10,0
0,0.33333,0.45455,0.18182,5,9,0
0,0.38095,0.45455,0.27273,6,8,0
0,0.38095,0.36364,0.36364,7,7,0
0,0.38095,0.27273,0.45455,8,6,0
0,0.38095,0.18182,0.54545,9,5,0
0,0.38095,0.09091,0.63636,10,4,0
0,0.38095,0.0,0.72727,10,3,0
0,0.42857,0.0,0.81818,10,2,0
0,0.47619,0.0,0.90909,10,1,0
1,0.52381,0.09091,1.0,10,1,1
1,0.57143,0.18182,1.0,1,1,1
1,0.61905,0.27273,1.0,1,1,1
1,0.66667,0.36364,1.0,1,1,1
1,0.71429,0.45455,1.0,1,1,1
1,0.7619,0.54545,1.0,1,1,1
1,0.80952,0.63636,1.0,1,1,1
1,0.85714,0.72727,1.0,1,1,1
1,0.90476,0.81818,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,0.95238,1.0,0.90909,1,1,1
1,0.90476,1.0,0.81818,1,1,1
1,0.85714,1.0,0.72727,1,1,1
1,0.80952,1.0,0.63636,1,1,1
1,0.7619,1.0,0.54545,1,1,1
1,0.71429,1.0,0.45455,1,1,1
1,0.66667,1.0,0.36364,1,1,1
1,0.61905,1.0,0.27273,1,1,1
1,0.57143,1.0,0.18182,1,1,1
1,0.52381,1.0,0.09091,1,10,1
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.04762,0.0,0.09091,10,10,0
0,0.09524,0.0,0.18182,10,9,0
0,0.14286,0.0,0.27273,10,8,0
0,0.14286,0.0,0.27273,10,7,0
0,0.19048,0.0,0.36364,10,6,0
0,0.2381,0.0,0.45455,10,5,0
0,0.28571,0.0,0.54545,10,4,0
0,0.33333,0.0,0.63636,10,3,0
0,0.38095,0.0,0.72727,10,2,0
0,0.42857,0.0,0.81818,10,1,0
1,0.42857,0.09091,0.81818,10,1,0
1,0.42857,0.18182,0.72727,1,1,1
1,0.42857,0.27273,0.63636,1,2,1
0,0.42857,0.27273,0.54545,1,1,1
1,0.42857,0.36364,0.54545,2,1,1
1,0.42857,0.45455,0.45455,1,1,1
1,0.42857,0.54545,0.36364,1,1,1
1,0.42857,0.63636,0.27273,1,1,1
1,0.42857,0.72727,0.18182,1,1,1
1,0.42857,0.81818,0.09091,1,10,1
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
0,0.0,0.0,0.0,10,10,0
1,0.52381,0.09091,1.0,10,1,1
1,0.57143,0.18182,1.0,1,1,1
1,0.61905,0.27273,1.0,1,1,1
1,0.66667,0.36364,1.0,1,1,1
1,0.71429,0.45455,1.0,1,1,1
1,0.7619,0.54545,1.0,1,1,1
1,0.80952,0.63636,1.0,1,1,1
1,0.85714,0.72727,1.0,1,1,1
1,0.90476,0.81818,1.0,1,1,1
1,0.95238,0.90909,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
1,1.0,1.0,1.0,1,1,1
